703052,26652,20130405,28.1,8,10,8,1013.4,8,1011,8,10,8,5.7,8,8.9,15,   31.1*,  26.1*, 0.00I,999.9,0,61533,-160333,61.533,-160.333,AK
703053,26654,20130405,27.1,8,9.4,8,1014.5,8,1012.1,8,10,8,10.2,8,13,19,   29.1*,  24.1*, 0.00I,999.9,0,61767,-161317,61.767,-161.317,AK
703056,26635,20130405,25.7,8,12.7,8,1015.3,8,1002.8,8,10,8,12.4,8,14,999.9,   30.0*,  20.1*, 0.00I,999.9,0,62100,-163683,62.1,-163.683,AK
703057,26653,20130405,25.2,9,15.4,9,1012.5,8,1010.4,9,10,9,14.3,9,25.1,27,   26.6*,  24.1*, 0.00I,999.9,0,60533,-165083,60.533,-165.083,AK
703061,25521,20130405,34.3,8,20.7,8,1008.3,8,1004.8,8,10,8,14.4,8,18.1,999.9,   38.8*,  31.1*, 0.00I,999.9,0,59300,-155900,59.3,-155.9,AK
703080,25713,20130405,31.1,8,30.1,8,1005.1,4,1004,8,4.1,8,21.3,8,24.1,28,   32.0*,  30.2*, 0.00G,999.9,0,57155,-170222,57.155,-170.222,AK
703160,25624,20130405,39.1,8,31.3,8,997.2,8,993.5,8,10,8,25.3,8,29.9,42,   39.9*,  39.0*, 0.00G,999.9,10000,55221,-162733,55.221,-162.733,AK
703165,25617,20130405,37.4,9,35.2,9,9999.9,0,999.2,9,8.8,9,11.6,9,19,33,9999.9,9999.9, 0.00I,999.9,0,55333,-160500,55.333,-160.5,AK
703210,25513,20130405,34.5,8,24.4,8,9999.9,0,1004.5,8,25,8,17.9,8,22.9,26,   37.4*,  28.4*, 0.00I,999.9,0,59050,-158517,59.05,-158.517,AK
703260,25503,20130405,38.5,8,26.1,8,1005.2,8,1003.4,8,10,8,11.2,8,17.1,21,   44.1*,  32.0*, 0.00I,999.9,0,58683,-156656,58.683,-156.656,AK
703330,25508,20130405,38.8,9,25.6,9,9999.9,0,1000.1,9,10,9,7.2,9,17.1,999.9,   42.8*,  30.2*, 0.00I,999.9,0,56950,-158617,56.95,-158.617,AK
703333,25518,20130405,37.4,7,29.4,7,9999.9,0,1002.8,7,10,7,10.7,7,15,22.9,9999.9,9999.9, 0.00I,999.9,0,56310,-158367,56.31,-158.367,AK
703334,25519,20130405,38.2,9,27,9,9999.9,0,1003.1,9,10,9,5.4,9,12,999.9,   42.8*,  30.2*, 0.00I,999.9,0,58417,-157367,58.417,-157.367,AK
703400,25506,20130405,35.9,8,21.6,8,1009.4,8,1003.3,8,10,8,6,8,8.9,999.9,   41.0*,  28.9*, 0.00I,999.9,0,59749,-154909,59.749,-154.909,AK
703407,26553,20130405,29,9,7.2,9,9999.9,0,1008.2,9,10,9,4.6,9,6,999.9,   30.2*,  24.8*, 0.00I,999.9,0,61717,-157150,61.717,-157.15,AK
703410,25507,20130405,39,8,17,8,1009.1,8,1006.5,8,10,8,5.5,8,9.9,999.9,   43.0*,  33.1*, 0.00I,999.9,0,59642,-151491,59.642,-151.491,AK
703430,25402,20130405,36.2,9,28.2,9,9999.9,0,1007.2,9,10,9,6.6,9,8.9,999.9,   39.2*,  33.8*, 0.00I,999.9,0,59433,-146333,59.433,-146.333,AK
703500,25501,20130405,37.1,8,31.9,8,1007.4,7,1003.2,8,8.9,8,12,8,17.1,22,   39.9*,  35.6*, 0.00G,999.9,11000,57751,-152486,57.751,-152.486,AK
703606,25629,20130405,32.9,8,25,8,9999.9,0,1007.5,8,10,8,8.5,8,11.1,999.9,   37.4*,  26.6*, 0.00I,999.9,0,59050,-160383,59.05,-160.383,AK
703610,25339,20130405,30.2,8,9,8,1008.2,8,1007.1,8,10,8,3.4,8,8,999.9,   37.9*,  21.0*, 0.00G,999.9,0,59512,-139671,59.512,-139.671,AK
703620,25335,20130405,32.9,8,1.9,8,1014.1,8,1012.5,8,10,8,9.1,8,13,24.1,   36.0*,  30.0*, 0.00I,999.9,0,59456,-135324,59.456,-135.324,AK
703621,25516,20130405,35.1,8,25,8,1009.1,8,1008.1,8,9.8,8,0.4,8,2.9,999.9,   41.0*,  28.0*, 0.00I,999.9,0,59450,-151700,59.45,-151.7,AK
703626,25323,20130405,32,8,2,8,1013.6,8,1012.8,8,10,8,7.9,8,11.1,21,   35.1*,  28.0*, 0.00I,999.9,0,59243,-135509,59.243,-135.509,AK
703644,27515,20130405,-14.1,8,-18.2,8,1041.3,8,1039.1,8,9.3,8,0.9,8,4.1,999.9,   -7.1*, -18.9*,99.99,999.9,1000,70200,-151000,70.2,-151,AK
703655,26552,20130405,24.2,9,2.4,9,9999.9,0,1015.4,9,10,9,12.1,9,15.9,22,   28.4*,  15.8*, 0.00I,999.9,0,65700,-156633,65.7,-156.633,AK
703670,25322,20130405,36.6,9,6.6,9,9999.9,0,1008.2,9,10,9,8.5,9,11.1,15.9,   41.0*,  32.0*, 0.00I,999.9,0,58425,-135707,58.425,-135.707,AK
703710,25333,20130405,41,8,18.9,8,1003.8,8,1001.5,8,10,8,6.3,8,9.9,15,   46.9*,  36.0*, 0.00I,999.9,0,57048,-135365,57.048,-135.365,AK
703810,25309,20130405,35.4,7,10.6,7,1008.5,7,1007.7,7,10,7,8.3,7,12,22.9,   39.9*,  32.0*, 0.00I,999.9,0,58357,-134564,58.357,-134.564,AK
703830,25310,20130405,38.3,8,24.1,8,1006.1,8,1005.8,8,9.8,8,1.9,8,6,999.9,   46.9*,  32.0*, 0.00I,999.9,0,57500,-134583,57.5,-134.583,AK
703855,25369,20130405,40.6,9,18,9,9999.9,0,999.7,9,10,9,6.1,9,9.9,17.1,   46.4*,  35.6*, 0.00I,999.9,0,56950,-133900,56.95,-133.9,AK
703860,25329,20130405,41.6,9,21.6,9,9999.9,0,1000.7,9,10,9,5.6,9,8,999.9,   46.4*,  35.6*, 0.00I,999.9,0,56817,-132967,56.817,-132.967,AK
703870,25338,20130405,44.6,9,24.2,9,9999.9,0,1002.6,9,10,9,7.6,9,11.1,999.9,   48.2*,  41.0*, 0.00I,999.9,0,56484,-132370,56.484,-132.37,AK
703884,25376,20130405,49,9,32.4,9,9999.9,0,1001.9,9,10,9,1.1,9,4.1,999.9,   53.6*,  44.6*, 0.00I,999.9,0,55200,-132833,55.2,-132.833,AK
703894,25367,20130405,47.3,7,25.2,7,1001.5,7,999.7,7,10,7,5.3,7,7,999.9,   53.1*,  43.0*, 0.00G,999.9,0,55567,-133067,55.567,-133.067,AK
703950,25325,20130405,45,8,36.1,8,1001.8,8,998.4,8,10,8,5.2,8,6,999.9,   48.0*,  43.0*, 0.00I,999.9,0,55357,-131712,55.357,-131.712,AK
703980,25308,20130405,46.5,8,34.9,8,1001.5,8,997.4,8,10,8,2.1,8,4.1,999.9,   48.9*,  44.1*,99.99,999.9,10000,55039,-131579,55.039,-131.579,AK
703985,25377,20130405,45.8,9,37,9,9999.9,0,1002.8,9,10,9,2.1,9,6,999.9,   48.2*,  44.6*, 0.00I,999.9,0,55133,-131583,55.133,-131.583,AK
704540,25704,20130405,39.4,8,32.5,8,9999.9,0,998.8,8,9.8,8,11.7,8,15.9,999.9,   42.8*,  37.4*, 0.00G,999.9,0,51883,-176650,51.883,-176.65,AK
704890,25616,20130405,36.7,8,33.5,8,996,7,995,8,5.9,8,10.1,8,28,39,   37.9*,  35.6*, 0.00G,999.9,11000,53900,-166550,53.9,-166.55,AK
720110,53983,20130405,49.8,9,41.6,9,9999.9,0,983.1,9,10,9,1.4,9,8,999.9,   59.0*,  42.8*, 0.00I,999.9,0,30784,-98662,30.784,-98.662,TX
720120,63837,20130405,50.7,8,50.7,8,9999.9,0,1012.8,8,9.3,8,5.7,8,8,14,   53.6*,  48.2*, 0.00I,999.9,0,32217,-80700,32.217,-80.7,SC
720137,4867,20130405,44.5,9,28.3,9,9999.9,0,994.7,9,10,9,5.6,9,8,999.9,   50.9*,  36.9*, 0.00I,999.9,0,41433,-88417,41.433,-88.417,IL
720141,4868,20130405,45.2,9,27.1,9,9999.9,0,996,9,10,9,1.3,9,7,999.9,   56.5*,  38.5*, 0.00I,999.9,0,41017,-89383,41.017,-89.383,IL
720151,3049,20130405,58.6,9,27.4,9,9999.9,0,874.3,9,10,9,4,9,8.9,999.9,   68.9*,  51.3*, 0.00I,999.9,0,30384,-103684,30.384,-103.684,TX
720160,63884,20130405,39.2,9,39.2,9,9999.9,0,953.4,9,3.8,9,999.9,0,999.9,999.9,   40.3*,  38.5*,99.99,999.9,11000,37600,-81567,37.6,-81.567,WV
720170,63851,20130405,42.2,9,34.6,9,9999.9,0,1003.1,9,10,9,0,9,999.9,999.9,   51.8*,  34.5*, 0.00I,999.9,0,37186,-88751,37.186,-88.751,IL
720172,53996,20130405,42.8,9,42.4,4,9999.9,0,980.6,9,7.4,9,0,9,2.9,999.9,   50.0*,  37.4*, 0.00I,999.9,0,34545,-94203,34.545,-94.203,AR
720198,54813,20130405,32.6,8,20.5,8,1018.2,8,995.1,8,999.9,0,9.9,8,14,17.1,   36.0*,  30.0*, 0.00I,999.9,0,46417,-86650,46.417,-86.65,MI
720257,63835,20130405,50.4,9,50.4,9,9999.9,0,1005.6,9,7.8,9,4,9,6,999.9,   51.8*,  48.2*, 0.00I,999.9,0,31400,-84900,31.4,-84.9,GA
720258,4997,20130405,30.4,9,17.6,9,9999.9,0,977,9,10,9,5.2,9,8,15,   37.4*,  23.0*, 0.00I,999.9,0,46617,-93317,46.617,-93.317,MN
