STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,LAT,LNG,LATFORMAT,LNGFORMAT,STATE
999999,22016,20130405,70,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,77,58.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23801,20130402,59.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,77.4,44.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23801,20130403,57.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,75.7,52.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23801,20130404,54.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59,  51.6*, 0.15G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23801,20130405,50.2,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,52.2,48.4, 0.05G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23802,20130402,59.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,78.3,44.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23802,20130403,56.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,76.3,47.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23802,20130404,53.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59,50.2, 0.46G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23802,20130405,54.5,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,57,52.5, 0.08G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23803,20130402,49.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,64.8,  43.2*, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23803,20130403,43.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,48.4,40.5, 0.01G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23803,20130404,44.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,47.8,41, 0.11G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23803,20130405,46.4,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,47.1,45.7, 0.16G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23904,20130402,45.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,62.2,38.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23904,20130403,41.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,51.3,36.9, 0.06G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23904,20130404,47.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,55.8,43.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23904,20130405,43.2,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,55.8,33.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23906,20130402,71.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,79,68.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23906,20130403,67.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,75.4,  59.2*, 0.01G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23906,20130404,57.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,68.2,51.8, 0.31G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23906,20130405,57.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,66.9,52.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23907,20130402,67.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,80.6,62.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23907,20130403,52.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,64,47.1, 1.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23907,20130404,46.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,57.4,42.6, 0.07G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23907,20130405,49.3,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,57,43.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23908,20130402,38.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,43.9,33.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23908,20130403,41.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,53.4,31.5, 0.17G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23908,20130404,47.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59.4,40.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23908,20130405,47.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59,39.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23909,20130402,38.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,48.4,30.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23909,20130403,38.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,54.7,24.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23909,20130404,42,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,60.3,24.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,23909,20130405,48.6,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,56.7,41.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25379,20130402,35.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,42.8,32, 0.59G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25379,20130403,34.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   44.8*,29.1, 0.31G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25379,20130404,35.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,48.2,27.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25379,20130405,40.9,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,47.3,34, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25630,20130402,35.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   37.8*,33.6, 0.09G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25630,20130403,36.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,39.2,34.3, 0.06G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25630,20130404,36.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,37.6,34.3, 0.36G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25630,20130405,35.5,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,36.3,34.7, 0.41G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25711,20130402,28.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,33.3,18.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25711,20130403,31.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,33.3,28.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25711,20130404,32.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,33.1,31.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,25711,20130405,31.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,32.2,31.1, 0.02G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26494,20130402,24.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,34,15.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26494,20130403,24,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,32.2,19, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26494,20130404,17.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,24.8,12.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26494,20130405,20.9,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,23.4,15.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26562,20130402,31.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   42.1*,19.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26562,20130403,36.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   45.5*,26.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26562,20130404,33.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,45.5,18.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26562,20130405,43.2,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,45.7,36.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26563,20130402,29.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   41.9*,14.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26563,20130403,33.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,42.8,21.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26563,20130404,29.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,43.2,14.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26563,20130405,37.4,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,38.7,31.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26655,20130402,15.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,22.3,8.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26655,20130403,16.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   23.4*,5.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26655,20130404,17.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,24.3,6.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,26655,20130405,21.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,23.4,18.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,27516,20130402,-6.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,1.9,-14.1, 0.01G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,27516,20130403,-11.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   -3.5*,-18.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,27516,20130404,-9.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,    0.3*,-16.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,27516,20130405,0,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,1.2,-2.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53002,20130402,55.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,85.5,40.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53002,20130403,47.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,61.2,39.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53002,20130404,52.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,75.7,35.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53002,20130405,66.2,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,75.9,53.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53003,20130402,52,23,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,66.9,31.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53003,20130403,47.2,21,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,62.4,29.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53003,20130404,47.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,70,21.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53003,20130405,62.3,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,70.5,46.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53004,20130402,45.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,60.8,32.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53004,20130403,44.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,62.4,33.6, 0.02G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53004,20130404,51.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,65.7,39.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53004,20130405,57.1,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,63.9,50.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53005,20130402,37.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,55.8,26.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53005,20130403,30.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,50.9,17.2, 0.54G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53005,20130404,41.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,60.4,27.7, 0.02G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53005,20130405,49.2,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59,42.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53006,20130402,60.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,78.1,37.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53006,20130403,60.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,79.3,41.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53006,20130404,61.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,83.7,39.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53006,20130405,72.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,81.7,63.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53007,20130402,33.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,43.5,30.4, 0.02G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53007,20130403,34.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,49.8,28, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53007,20130404,38.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,61.2,21.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53007,20130405,48.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,61,36.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53008,20130402,37,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   59.9*,30.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53008,20130403,36.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,49.5,31.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53008,20130404,44.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,71.8,25.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53008,20130405,58.9,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,70.5,47.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53009,20130402,42.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,61.7,16.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53009,20130403,39.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,60.8,19.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53009,20130404,42.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,67.8,15.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53009,20130405,51.5,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,68.2,37.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53010,20130402,49.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,67.5,34.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53010,20130403,46.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,66,31.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53010,20130404,54.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,72.3,36.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53010,20130405,64.6,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,71.2,59.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53011,20130402,41.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,61,24.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53011,20130403,39.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,58.3,25.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53011,20130404,44.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,64.4,25.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53011,20130405,51.5,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,63.5,41.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53012,20130402,55.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,72.3,39, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53012,20130403,49.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   71.6*,32.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53012,20130404,54,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,72.9,33.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53012,20130405,64.6,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,72.7,54.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53013,20130402,45.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   58.8*,36.1, 0.01G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53013,20130403,51,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,68.7,38.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53013,20130404,54.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,71.8,38.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53013,20130405,64.5,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,67.3,60.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53014,20130402,48.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,62.1,38.1, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53014,20130403,44.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,61.9,34.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53014,20130404,54.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   64.4*,43.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53014,20130405,58.4,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,64.6,52.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53015,20130402,57,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,84.9,39.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53015,20130403,46.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   62.6*,39.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53015,20130404,51.4,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,76.3,30.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53015,20130405,66.3,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,75.9,57.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53016,20130402,46.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   74.7*,35.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53016,20130403,42,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59,31.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53016,20130404,50.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,74.1,31.5, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53016,20130405,61.7,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,72.7,52, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53017,20130402,43.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,62.8,17.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53017,20130403,35.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,58.5,15.3, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53017,20130404,40.7,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,64.6,16.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53017,20130405,46,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,63.5,30.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53131,20130402,66.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,81.1,46.9, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53131,20130403,65.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,80.4,48.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53131,20130404,70,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,88,53.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53131,20130405,79.6,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,86.2,74.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53132,20130402,55.6,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,74.1,35.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53132,20130403,53.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,73.4,33.4, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53132,20130404,56.2,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,79.7,35.8, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53132,20130405,66.4,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,78.3,52, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53136,20130402,60.1,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   73.9*,44.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53136,20130403,64.8,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,   78.6*,53.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53136,20130404,64.9,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,80.2,50.2, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53136,20130405,73.2,6,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,80.1,66.7, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53138,20130402,42.5,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,52.3,36.9, 0.03G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53138,20130403,47.3,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,59.9,38.3, 0.02G,999.9,0,40695,-96854,40.695,-96.854,NE
999999,53138,20130404,51,24,9999.9,0,9999.9,0,9999.9,0,999.9,0,999.9,0,999.9,999.9,63.9,40.6, 0.00G,999.9,0,40695,-96854,40.695,-96.854,NE
